index,tweet,tweettype
25728,@zhayrar whoa rad ! coffee makes me stay up all night,sadness
25729,im at school right now,neutral
25730,"Do me a favour, tell me what you think about me",relief
25731,"@Jacs_Will_Rule don't tweet, just eat!",neutral
25732,@TeamCyrus  you`re welcome  how are you?,sadness
25733,Happy Star Wars Day ...  &quot;May the 4th be with you&quot;.... read http://tinyurl.com/axsujx for more ;),neutral
25734,says somebody n e body please!,neutral
25735,"Monday blues? Not today, not for me.",joy
25736,@SarahAMurdoch YOU LOOKED ABSOLUTELY BEAUTIFUL AND ELEGANT.,love
25737,@WKJThD  Thanks for Following,neutral
25738,@texasjackflash thnx 4 the follow,joy
25739,"@4_idiots hahaha! I don't work in a strip club you know  alrighty mister, have YOU done any public may dancing today?",joy
25740,@paulusveltman Ja  Deze is interessanter - Why text messages are limited to 160 characters - http://tr.im/kpgg,sadness
25741,Great long-weekend so far   Going for a run now - no Judo tonight  Then off to Blue Water for some &quot;Retail Therapy&quot;,joy
25742,@RealLadyGaga hey.just putting it out there.. you should come to townsville next year..elton john came in '06 n loved it. it was great!!!,joy
25743,@Tottie Yeah he's also partial to JT and TI Dead and Gone and Pink's Sobre,neutral
25744,@Lord_Kartz I've been studying for a year now  And 5 years in school...,surprise
25745,learning to play sweet child of mine on guitar.  yays.,joy
25746,Quickest way to get a seat to yourself on a London bus currently: pretend to sneeze VERY loudly about 3/4 times,neutral
25747,@asphotos cool  I didn't realise that you were until now,neutral
25748,@fiercescouting oh really  hopefully it was a good one. I just was trying to get your attention thats all,love
25749,"@Zingtoh Who knows, maybe someday you'll come home and find... *gasp* DINNER in your FRIDGE!",sadness
25750,@NikkiPilkington Mr Tweet I think,neutral
25751,"@dr_aureole Oh my gosh, so cute!!!",love
25752,"@StephanieMxx Yeah, I try 2 chat wif all too. It can b hard to find tweeps online @ the same time sometimes",sadness
25753,@WKJThD You are very much welcome,joy
25754,@tracey1972 Morning babe!  I plan on overdoing it today! lol Hope you do rest &amp; put your feet up! xxxx,joy
25755,I've listed lots of new beads on eBay!,enthusiasm
25756,"lol simpsons S20E19: &quot;first day at your new school, so lisa: have fun!   and bart:  DON'T!&quot;",joy
25757,going to look in the refrigerator for a taste snack to eat,enthusiasm
25758,studying out of spite. whatever.. Wonderful unforgettable weekend with DC,neutral
25759,"@marlycat woman, follow me",surprise
25760,love for vintage books...old books shopping this morning,love
25761,"@ElvisHsiao Haha great, ok don't eat too many or you'll feel sick",sadness
25762,Another water leak in my appartement. The good side is that I get to meet the girls previous &amp; next floors,sadness
25763,bought beer today,relief
25764,@mobileech Looking for a new SMS sending solution? http://promotion.itagg.com Get ï¿½6 FREE SMS with every iTAGG!,sadness
25765,http://twitpic.com/4jaw9 it's the frog who's been attacking Chelsey..LOL! Funny,joy
25766,"@denvy Oh whoops, my bad",sadness
25767,"Streamyx is pretty fine here, downloading Heroes and Smallville and also a movie. I'll still call it screwmyx though   // cool http:/ ...",relief
25768,@AnitaBreakSoon Oh I'm on a roll now with these oldies!  ? http://blip.fm/~5jeu7,sadness
25769,@TreeFalldesign Yep I know; you can't help but get close to things that you make yourself; it's both a occupational hazard and a benefit,neutral
25770,@khriskhaos aww preciate the loves hunnie,joy
25771,@meganandliz Hey guys! can i ask; what item did u guys put up for ur talent show? i am such a BIG fans of both of you! whoo!,love
25772,"LaLaLaLand... why am i liking that song so much?! Anyhoo.... grr I have a cold, but thank goodness though the sore throat has gone!!",sadness
25773,Bom dia! Good Morning! Guten Morgen! I am returning to Twitter!,joy
25774,"@plisdehjkt any ideas, tempat apa yang paling cocok? jupiter seru jug",neutral
25775,@giddygirlie well that does make me feel better about staying up even later to watch the daily show.  @raisinlike lay on the guilt again.,neutral
25776,@laylaymusic you know you love it   Stat-K,neutral
25777,Back from x-men origins . Was surprisingly good,enthusiasm
25778,"@producersinc Yep, I actually do! =D hehe so.. hi Kathy~",surprise
25779,"just arrived at @eurodjangocon, on about 150 fellows i can't see a girl!",sadness
25780,In a Drill Sergeant's voice: everybody wake the fuck UP!!! *flicks on everyone's lights* it's 500 est rise and shine beetches!! Lol JK,enthusiasm
25781,OO YAY 39 FOLLOWERS I WANT 100  HELP ME,neutral
25782,now we are also on twitter  follow us to know the latest!,joy
25783,@yojibee haha  I need to get in better shape first.. I have cageball on thursdays == me dead on sofa the whole evening,love
25784,"morning, how is everone? sing to me  You tuck me in, Turn out the light, kept me safe and sound at night. (8)",neutral
25785,@tom_howarth hehehehe I will keep silent now,joy
25786,@munirusman Yes. when I was talking to you...,neutral
25787,Only 5mins till my baby's back from work,love
25788,"When life, as you know it, doesn't exist anymore.",sadness
25789,"@muscati nope difference of 5 OMR for C class, anyone notice the flight number for WY's flight for LHR? WY-911",neutral
25790,sarah_marie_711 two weeks will fly by,neutral
25791,"Its a real shame that its not nice and sunny outside, it would of been nice to have another BBQ  NVM....",neutral
25792,"@pjaficionado I almost said, &quot;and grammer no exist either&quot; grunt.  But I stopped myself",neutral
25793,@jaderoberts91 morning. hope its a good day despite the revising,neutral
25794,"@DJ71 they are all over one is a fan with a vip and the other one is the winner of the twisted vid  het si weer eens raar gelopen, chaos",neutral
25795,Dump your worries in the Stress Fire. Fun and profoundly freeing  http://budurl.com/c765,joy
25796,@drnic and welcome to dk  #jaoo,neutral
25797,"has her laptop, her spasy phone, her cat, her music on and her mother making her breakfast! Lovage for you is that!",love
25798,"re-reading 6th Harry Potter, did dishes, mended a cushion on the patio sofa, &amp; fixed one of the outdoor barstools. An accomplished Sunday",relief
25799,"@jambonboy good stuff, thanks",love
25800,@moppet10 Hi Kate  How are you?,neutral
25801,http://twitpic.com/4jax3 - Update Ableton Live,neutral
25802,is off to watch master chef,neutral
25803,Morning world! back to the office after longgggggggg weekend,relief
25804,Surf's up this week - starting this afternoo,neutral
25805,@onlyhis2109 i can't wait to see!,joy
25806,loves listening to people practising on the piano downstairs,love
25807,"@CrushStevens music is always there when noone else understands  i agree it's very important, a single song can change your whole day",neutral
25808,@kameliamohamad LoL. I don't even know what intezone-football-competition means... Good luck,enthusiasm
25809,"@dda Wow, that is good  I'm on Mac too with XP via Parallels if you ever need a tester ;)",neutral
25810,@FiiFiiii ahahahaha you love Twilight don't liee!!!  and we all know I love Robert Pattinson!!,enthusiasm
25811,"@eugenechua aah. well, have a few friends over there. Just wondering if all's great and weather's been good...",neutral
25812,Talking to my best mate and my boyfriend on ms,joy
25813,@kusasi Lol I can Tweet &amp; Eat! Multi Tasking Woman see!  ha ha Enjoy your moment.,neutral
25814,Where art thou @niokiaquino? I miss you!,sadness
25815,Cloudy day in Berlin. Just about right to sit in front of a computer all day,sadness
25816,@indiekuri you tell us,neutral
25817,"Going to body pump then yoga, then going to enjoy a lovely bbq with the family, loving the may day holiday",love
25818,just cos i dont have an ipod touch yet - doesn't mean i can't look at some apps! they're sooo cool.  twittering in school? awesome!,enthusiasm
25819,"@ojtibi Hey OJ, I just want to ask, you hooked up with somebody ayt now?",neutral
25820,Hello Bank Holiday Monday  hello revision ï¿½ï¿½,neutral
25821,"@xranarawr haha i told you, it's not important",joy
25822,@John1954Moi Ha good morning! May the fourth be with you too,neutral
25823,Celebrating the fact that Norwich City got relegated yesterday.  Seems like myself and the awfully nice Mr Fry are football rivals!,love
25824,@BrisvegasLukass yes I do! I'll try posting some pics when I c,enthusiasm
25825,@Lauratheexpat very very cute  and fun to watch.,love
25826,@nicolerichie have you watched Persepolis? Broken English is also nice for sundays,neutral
25827,@dduane *waves back* Have a good day,joy
25828,i finally found the perfect matte lcd cleaner!! i-nix screen cleaner ftw!,joy
25829,"Tired, But glad its a bank holiday",neutral
25830,@krs10_s make me tea pleaseeeeeeeeeee,neutral
25831,Yay! I finally made sales at the gallery; Really helps when the artists are there,relief
25832,@cottonandcloud Moooorning! Fancy a coffee?,joy
25833,"LaLaLand... why am i liking that song so much?! Anyhoo.... grr I have a cold, but thank goodness though the sore throat has gone!!",sadness
25834,I beat 3 bosses in Castelvani,enthusiasm
25835,"@tomfelton http://twitpic.com/4jam0 - Ohhh, how lovely! I'm glad that you had a great time there.",love
25836,i guess i'll do both since i cant really decide which one to choose,enthusiasm
25837,"@jamiewhincup Awesome effort this w/e,even if u didnt win.Good luck at Tassie",enthusiasm
25838,@martincarstens I think your just trying to make me feel better!,love
25839,@isla_fisher Hey!! How are u??did u got my reply??,neutral
25840,@rosehwang Good Evening Rose ....,joy
25841,@Reema226 http://twitpic.com/4grnh - The joy of discovering Linux.,neutral
25842,http://twitpic.com/4jb0q - And a few more,neutral
25843,"it's @andreamichellef's birthday today, wish her a good one assholes! Sleepytime",joy
25844,Sneaking out. Going to work for a friend,neutral
25845,"Just went through my piggy bank, man there was a hell of a lot of money in there! I can easily live out of just it for the next 2 weeks",neutral
25846,"Aww @holloh  i used to do that when i was little, not so much now ;) haa. Lazy shiit.",neutral
25847,loggade visst min 400e cache i lï¿½rdags!,neutral
25848,"@MrFloydNL  thankyou very much, you rock!",joy
25849,"@rickiep00h  no, you didn't fail.  thanks",neutral
25850,"@DustBuny: being today and all, WE'RE GONNA USE THE FORCE to make it happen!",enthusiasm
25851,i've just open this thing,neutral
25852,6789998212 haha love soulja boys new song,love
25853,@threalmiarose hey mia!  totally adore your music.  when will your cd be out?,enthusiasm
25854,"@bratinella, @carambs - muji  yipee. is anybody coming here? i can send them over hahaha. but can somebody bring JT's BSG disks? hah",enthusiasm
25855,Down in Wellington for the Monet Exhibition. Casually just bumped into Wayne Brady in our hotel lobby!!  Mega exciting!!!,joy
25856,"@NikkiPilkington You seem nice, you're generous and you know your stuff",enthusiasm
25857,@IDrive_Online When will the maintanance end? I would like to backup some stuff.,sadness
25858,Good morning ladies and Gents.  it's going to be an awesome day &quot;even though the weather is terrible&quot;,neutral
25859,@statkallday yessssssir!!,relief
25860,Love johnny deep looks in public enemies (L) I'll catch this film when show in HK,surprise
25861,"Listening to music, Texting . umm Msn lol.  bit bored . lol. Garth Brooks wooo i love him hehe . &lt;3",sadness
25862,"@besz Well, good luck then.",joy
25863,Off to see the Doc in a bit to get the knee checked out,neutral
25864,Thanks to all who follow me  ... wish ya'll the best ;),love
25865,@nirajgoa Oh! Don't you just love these Vodafone series of Ads ... The best picturisation ever,love
25866,Happy Birthday husband,love
25867,@thebleachworks http://twitpic.com/4f0l0 - So beautiful!! This lake is like a mirror!,surprise
25868,"@shawnieora I googled him &amp; looked @ a lot of sites... I should have checked here first.  How Exciting, for you both",enthusiasm
25869,"@fanboy_uk Yeah, but it's Myst!",joy
25870,@Cadistra Ah brilliant! Thanks a bunch,joy
25871,finally not talking about teachers but facilitators  #edumedia09,neutral
25872,@lynnftw I know exactly what you are saying.. its so not cool... that is why tapes were better  :p,sadness
25873,@MicaR yup it gets better again after S4,joy
25874,"to @WebAnime and @tbaggins1, thanks for following me.",joy
25875,"@rifie Oh, wow, you're fast   How's life going ? It's been 6 months ya ? XD",surprise
25876,@kasey79 good night,neutral
25877,@themakelounge I might have guessed a crafty lady like you would have a laminator  Mine is a very cheap one but it worked brilliantly,neutral
25878,"@siovene And Clang rocks, so you're using it, right?  Anyways, according to the comments it's in apple's gcc too, dunno how public tho",neutral
25879,@chang_ROR Hey dude welcome to twitter  its seexyyyyy,love
25880,@peternomad Thanks! I know.,joy
25881,"@pyuric Enjoy the coffee. We miss you, petite puce (adica Puricel in franceza)",love
25882,@LEGmin http://twitpic.com/4jaz5 - Cool... luv it,joy
25883,"@shintabubu hey shinta!  i'm headed to bed now, but perhaps tomorrow night - when our hours overlap...",enthusiasm
25884,@AndyeAndinha I gave him your kiss. Being a flirt of course he liked them,love
25885,"Kaze the Knight. Third level, a lamp, a wish. Got fixed SDSM (first thought was about rubber chicken but hey)  #nethack",sadness
25886,cooked chicken soup for the rainy weather,relief
25887,nick is so cute in the tiger costume  ahaha it made my day,love
25888,"@audreythebaby gandang mac un ah! for sure, if its out in the market mas mahal pa sya sa macbook pro. ang cool ng concept!",joy
25889,@rosehwang U R &quot;happiness pollinator&quot; 4 shizzle.   Good friend you are.. I am smiling!,relief
25890,I am now eating one of those big subway cookies with a glass of warm milk. YUM,joy
25891,just had steamed fish w/ oyster sauce,sadness
25892,@torresk hahaha I didn't even notice the name - LICE,surprise
25893,@GinoandFran you should see the Morning Rush Forum's shoutbox. Overheat bcoz of campaign! Flying skirts!!!,neutral
25894,has a face mask on. hehe,enthusiasm
25895,@Petaah hahaha we just won't tell him will we?,neutral
25896,@KrisColvin I would advise watching it in the cinema. I am sure the effects are worth it. Unless you have a monster TV at home,sadness
25897,@gianandrea all bank holidays are on Mondays in the UK... better than Italy where 1st of May could be on a Saturday or Sunday,neutral
25898,@MurrayMelb A pleasure Murray,love
25899,"@JoanLunden  Greetings Joan:  Just wanted to say I STILL MISS waking up to your pleasant personality &amp; face in the a.m.    Hugs, Angel",surprise
25900,Has had a really good bank hoilday,joy
25901,@TaraAlberto i'll be there tom promise! After our volley  when did they start? Wholeday? Or half?,enthusiasm
25902,@jeffgerstmann You should spray yourself with the non smelling repellant that stinks to high heave,neutral
25903,@MissxMarisa Hell unlucky! :O and and it comes out next week here.,sadness
25904,"@Broooooke_ kk's  have fun eating lol, remember shaun loves you hah",joy
25905,New Forum Thread - First Typhoon of the Season: Is *NOT* headed to Okinawa.  Made you look. .. http://tinyurl.com/dm4b3q,neutral
25906,watching JONAS for nick's beautiful voice to put me to sleep,joy
25907,is amazed as to how artificial one can be  its just soo itchyyy,sadness
25908,@Brokenromantic haha malamang as one of my chef.,joy
25909,@carolinekan HAHA all because of chocolate? Always knew your heart was in your stomach. Wait till you try the truffles,neutral
25910,I'm entering a two month study/exam period.  Which is awesome. - See you on the flip side,relief
25911,"@amtrak747 haha hell ya id love to find some boys to toke with, and thats a very sexy bike",love
25912,@MissShonah  Will certainly do that.,neutral
25913,yep... i think i might have just made the decision to go head first...  we may be witnessing a historical moment... real talk,enthusiasm
25914,@katcal always wanted to see that film never got round to it must get it on DVD tell me if its any good,sadness
25915,@TferThomas Thank you!,joy
25916,@Gjerninger Are you sure you want to know?  It's http://bit.ly/AUuAC - it makes me want to run. In other news: Happy Star Wars Day!,sadness
25917,Yooooooo!? What up mates?!,neutral
25918,@Tigressreow Wow thanks a lot!  I can't believe I didn't think of that. XD,love
25919,"@Faz4980 thanks  and ill cross my fingers for you, that the rain will stop",sadness
25920,@MrMiistro that's good. Im ok aye!!! a little stressed but fine,sadness
25921,Went to see Wolverine with the husband (who is off work today) - was pretty good,neutral
25922,@JP5486 heyy its ur bday?!!happy birthday!,surprise
25923,@clumsy_steph yeah school sucks totally. yea you can be so grateful that you got a better place  man i cant tell you how excited i am hul,joy
25924,@SarahWV  worse case scenario i'll take tomorrow am off. are you still up or you just woke up?,neutral
25925,interesting day. good overall,neutral
25926,just got Home from school!  it was fun ) oh btw its a music school.,joy
25927,"@LewisBostock very much so  You know I am coming now on Thursday too right, are there door sales ??",neutral
25928,"@rvailleux : woot please post a pic, I won't recognize you without it",sadness
25929,@heykt haha who thought that?,enthusiasm
25930,@kayles yessss it does! YAY! told you it was awesome,joy
25931,@margotrobbie oh that makes sense! Well you are officially my first @reply from a celebrity!!,enthusiasm
25932,"Jason Mraz is still serenading me, while I read &quot;Judicial Supervision of Executive Action in the Commonwealth Caribbean&quot;.  BBL!",anger
25933,@Debbas My Mom is a nurse practitioner&amp;spent entire life devoted to the field.  The good ones deserve to be recognized! I'll follow her,love
25934,@OfficalJonasBro just watched it on youtube and its hilarious. i laughed trough it.. seriously guys so funny.. greetings from Germany...,enthusiasm
25935,@LiesX xD send it!,joy
25936,@juicebox07 i know how annoying that can be!  but theres a german saying'pleasant anticipation is the greatest pleasure'(own translation),joy
25937,1/2 day tomorrow  carla coming over after school.,relief
25938,@MrFloydNL  tis very useful indeed esp. for newbies like me!,neutral
25939,@nichelady I am with you. -#FollowFriday is easy enough for those who are annoyed by it.  I recommend relatively few people anyway.,enthusiasm
25940,@ChrisKalydo Happy STAR WARS Day,joy
25941,is downloading songs  http://plurk.com/p/rp8wx,neutral
25942,relaxing fragrances are SOO IN! my latest loves are still lavender &amp; chamomile--the basic ones  trying to find more flower scents..,joy
25943,"@simongrabowski Hi Simon, let me know when it's done",neutral
25944,@violetbakes Woo hoo - we have that recipe,neutral
25945,"Happy Star Wars Day. May the fourth be with you. Ahh, that ones an oldy but a goody",neutral
25946,Twitter connected with FAcebook   http://twitter.com/paynetsystems &amp; http://tinyurl.com/dagmoq,neutral
25947,all time low mean so fucking much to me. i hope i get to see them in june. it would be so awesome. gaskarth is amazing,joy
25948,@joolzP1 i was studying computing this year...bring as feck!! changing to plant science  next year,anger
25949,"April showers bring May flowers, ye",enthusiasm
25950,@brandiheyy hey !!!  whoa its really you.. anyways how does it feel living with Miley? it must be strange ... Twitter back ox,neutral
25951,"@OfficialAshleyG you are amazing as alice, as if she was made for you. Thank you for everything! I now have a face for the character",love
25952,Happy birthday.,neutral
25953,@Curious_Jo same with me...I like the freedom being an Enigma gives you,love
25954,G'day @JohnathonBusack Thanx for following.,neutral
25955,"Weather is lovely, I'm headed home via supermarket. Planning to spend some quality time knitting tonight.",joy
25956,@Edna92 you did just add me haha  xo,relief
25957,Good morning friends. Happy May Bank Holiday.,joy
25958,I should have posted this for the world Pinhole day   I Love this picture. http://twitpic.com/4jb4d,enthusiasm
25959,@Gamesbasement dear oh dear.....,neutral
25960,"@greyeyesgabriel You are clearly very busy  Take care of yourself, and I am sure you will be fine; takes one to know one ;)",neutral
25961,learning how to use twitter,neutral
25962,@emulley I missed you today...I know you must feel very tired. I will give you a massage tonight,sadness
25963,@lillytown the happiest place on earth  j'adore,surprise
25964,"@frogworth hey, have a great gig! We'll have to do exchange of tracks via ze emayal  I'm all lost in loops right now and still writing xx",sadness
25965,Happy #juddday everyone!,joy
25966,@EmperorNorton I'm going to watch it now,neutral
25967,I've got great expectations of tomorrow  It's gonna be awesome!! ? http://blip.fm/~5jf53,joy
25968,@rizkyinayati heeeey good luck for unair sweet!,sadness
25969,@grcrssl Helloooo (: Star Wars day is cool  LOOL. Wen do you go to Cnaterbury then ? x,love
25970,@neillavin300 Ok well from the pic i take it you do. Thats unlucky . Lmao,anger
25971,Good morning twitter world.raining in dingle- hopefully means a busy day for me,sadness
25972,playing with @elgg on a cool new website... hopefully ready very soo,joy
25973,"@piginthepoke  Lol  grey skies as far as the eye can see, which is about 20 yards",enthusiasm
25974,just got home had a major daily tset today. its math and i wish i got 6 or more,sadness
25975,@salisburydowns I've always said to PD that I wanted a kitchen like yours...I just wouldn't know what to do with it,neutral
25976,wellity! i think ima gonna clean my room :| Gay. i need to read a good book. sense and sensibility here we come! BEAT THE LILY,sadness
25977,@SeanTheROBOT  Awesome pics  Love them. btw Still Loving the Amajanese Takeover too!~,love
25978,@susieblackmon I know what appeals to you with knitting! Believe me I KNOW!,joy
25979,is loving life in sydney,love
25980,"@cindeelean I wake up at 4:30 during the week - and funny, Deathcab makes me think of you!  (&amp; I use your calendar to track work hours)",joy
25981,@kenlee86 nice recolouring of your page  nobody is buying your anti-twittering words!! YOU LOVE IT!!!!,joy
25982,@SinnamonS gotta play 'Off the Wall' first tho,neutral
25983,"Dear God please let me wake up before 11:45 AM tomorrow lol Got plans  Tonight was lets pick on Hero night. grow up, get a job, etc. lolz",sadness
25984,@nienerenee hahaha niene ur soo smart.! lmao i think that is who its by..  good lookin.. whts up gurlie?? i come home this weekend.!,joy
25985,@PokerNostra Indeed. Have a nice week!,love
25986,@textualoffender Good Luck.. mine 3rd day today !,enthusiasm
25987,"@joolzgirl oh no! u must get 1!!!lol mum still isnt convinced, and we have 3",joy
25988,"Good Morning  please check out our new site, tactik is a new training company based in Warsaw Poland ! www.tactik.eu all the best from us!",neutral
25989,editing pictures,neutral
25990,@arpitnext Welcome,neutral
25991,"Am soo happy about today .. the going home bit sucks ,, but meeting everyone will be aceness to the extreme  lol,, am so cheesy :p",love
25992,@lynajonas http://twitpic.com/4fnaa - haha love you two girl,love
25993,Few Bevvies 2day in twn..great on a day off!!,love
25994,@leeprovoost Thanks for the tip! It's our Company laptops so was aiming for another solution actually....,joy
25995,is feeling waaay too cruisey and relaxed for a Monday evening...  oh wait..  that's just wine before dinner...,relief
25996,Ha ha 1 point for the me,joy
25997,@jazzt byeeeeeeeee watching new DH  X,neutral
25998,i just woke up and remembered theres no school!!! life is good  xxxxxx,relief
25999,@keza34 sounds like my kinda day,joy
26000,graandma's houseee  i havee too leave now! &lt;3,sadness
26001,@rafikakikukeko of couuuurse fika  i'll pray thes best for you then.,joy
26002,@wiseleo  i got named - and since you recco so few peeps I felt pretty honored... I gotta talk to you about blowin' up my ego like that,joy
26003,So.. finally finished setting up my @lars account. Will switch from @larsettrup during this week,neutral
26004,going to fill my tummy with something yummy  ~ brb (via @angelistic),neutral
26005,"@Mennard Its because I put radio 4 on by mistake..I'll have a cup of tea and a shower, then I'm sure all will fine and dandy, thanks",relief
26006,wellity! i think ima gonna clean my room :| Gay. i need to read a good book. sense and sensibility here we come! BEAT THAT LILY  **,neutral
26007,updating my resume,joy
26008,"@BILLinBCN So I guess if the couple sees its ceremony as valid, it is valid, the community be damned  .",neutral
26009,"@journo_at_work agree totally, think though if we can take a point off Everton and Liverpool beat Man City we are happy days",joy
26010,This one brings back so many memories  Michael Penn &quot;This and that&quot; ? http://twt.fm/91035 #musicmonday,neutral
26011,@hannibals Great news! we got it by the balls,joy
26012,@StampfliTurci Ah that would explain the italian colouring,neutral
26013,"everybody is awake (well not everybody, u know what i mean. ma friends) haha, and I'm having fun AIMing them",joy
26014,Half Marathon Training Day # 1 .........,enthusiasm
26015,I've just about made it all the way round the park jogging. Quite pleased for my 6th outing,joy
26016,@brittany_shaw night babe,neutral
26017,@torilovesbradie no probs(: and yeah im still sick. no school today  lol. feel really crap but thats because im dancing lol . thanks,enthusiasm
26018,"cower failure: when you mean to comply, but stand up for yourself instead",neutral
26019,"Insomnia at its finest. Go to bed at 11:30, fully awake at 2. Grrr. Anyone want to call mee?",enthusiasm
26020,@rosehwang Very early and I am actually just going back for a little more rest ..... talk  with you a little later ....,enthusiasm
26021,"discovering kindred spirits on and off line, here and there.",sadness
26022,"@uhandbag I will  I enjoyed doing the peg bags, I've adapted the design for a tote bag  Bit cuter than I normally do",joy
26023,"Hello everybody!  I'm back on the job, back from the children camp (someone had to look after my sis' pupils)... and totally exhausted",neutral
26024,"@SmilinNursAnnie Far from it. Bali, a wonderful place but wouldn't have such music. Not that I have asked. Should I?",love
26025,My best friend is coming!excited,love
26026,Omg! Star Wars Day!  May the fourth be with you everyone  This calls for me to watch at least 1 film tonight.,enthusiasm
26027,"@ruoivietnam Thank a Chu?t ï¿½  Ch?c v?y quï¿½, hik, ch?c em ph?i ?i h?c 1 khï¿½a ph? c?p ki?n th?c c? khï¿½ g?p =.=",neutral
26028,lol i &lt;3 spongebob,love
26029,"@burntoutcar Just for reference, I don't own that dress either. Sounds like LH was a good Fopp buy the",love
26030,Ended up riding down brick lane  The A12 was dead (apart from scameras every 5 minutes)ï¿½ took an hour to get in.,anger
26031,"@introversimonDu sounds good.  and yeah, I turn 21 tomorrow so I'll definitely be partying.",joy
26032,@annalisaceccato hey thanks mate your cool coz you watched it...,joy
26033,@Snowgirl1972  think 2 to start off with but a house that can fit 4 - or we may go the whole hog and get 4.... not sure yet,neutral
26034,"@MLimburg it's the small things in life that count, like being on a blur photograph of google streetview..  keep following !!!",surprise
26035,"@Techn1x fair enough. actually, you dont have to give me x-men.  mad max will do me fine",neutral
26036,@fcharlton And you!,neutral
26037,"woke up, now having breakfast and online, as every morning (except holidays and weekends), haha. then bath and school!",joy
26038,@taylorswift13 heLLo tayLor.. just wanna say i've aLready voted 4 u i think 5 times..hah,enthusiasm
26039,"@sophieveronica Ha-ha abbreviate it , so it's not so bulky",sadness
26040,"@pjaficionado Ahhh!  OK, remember the film now.  Never saw it though, will have to check it out. Thanks",relief
26041,"@HellenBach indeed i have hellen, thought i better get a TOG name rather than use my company name",neutral
26042,@Punisher5463 You Got Twitter! Yayy  xxx,enthusiasm
26043,@7mesh thanks for following me  but who are you? hmmmm... twitter back !! ox,neutral
26044,@Samiyusuf : Sir ! Everything Will Be Great InShaa'Allah,joy
26045,Grey's 'Sweet Surrender'  http://tinyurl.com/d5mjyj,neutral
26046,@windswept_trees  True. That's kind of your style isn't it  and less of the &quot;old chap&quot; ;-),surprise
26047,@davorkapozgan CongratulationS. Great funky site! U did it waaw,joy
26048,Watching h&amp;a! Got new photos for myy room  Waiting for Ulise to get home.,neutral
26049,is walking to tesco with rhiannon and hannah to hide all evidence of lastnight,neutral
26050,I'm eating egg-whites right out of the p,enthusiasm
26051,@HulantheHoly morning,joy
26052,@keza34 yummy curry  save me some please lol,enthusiasm
26053,"possibly a carpenters number,topical.",neutral
26054,@lilmarshmellow  thanx,neutral
26055,eating organic jelly beans,neutral
26056,@mike_taff_jones  Oh and...NEVAR USE KDE IT IS MADE OF FAIL!,sadness
26057,"@RythmIQ AZ's Finest Vol. 3...intro, how it lookn?????",neutral
26058,@b_luca LOL!  I'm glad to see I'm not the only one out there!!!,joy
26059,new phones just arrived in the office. not much else is gona get done today,joy
26060,"@richa_august84 - requoting the gyaan - the more you live life, the more you fail to notice how you live it - quote By muthu...",surprise
26061,Going to learn the hoedown throwdown today.,neutral
26062,@REOWsarah lol awesome i have randoms following me,love
26063,"@fajarjasmin i'm a huge fan of Take That since i was a baby.. Yeah, 6 months really feels like 5 months.",sadness
26064,@FaithfulChosen I'm fine thx. Had 3 days off and took advantage of them -&gt; tired.  Waiting too see pics and read your blog.,neutral
26065,"Is about to go in the garden, weeding, mulching, cutting down and anything else that I find to do",neutral
26066,"@vrikis Better than work, work, 10 minutes for lunch, work, work, work? Actually it might be. I don't work very hard",anger
26067,my it teacher made the lamest joke today about darth vaders birthday cuz it was may 4th. lol i love it. Happy STAR WARS Day everyone!  !!!,love
26068,@grcrssl 2ND BREAKFAST !? I want more food =/ LOL. Tweet me what breakfast you're having  LOOOOOOLDING',neutral
26069,climbed snowdo,love
26070,"had a great shot yesterday, editing pics now",joy
26071,@JennaMadison hehehehehe.....it play time now cutie!  lol lol,joy
26072,@John1954Moi Brilliant  Thanks! Not sure what brownie points will get you though!,neutral
26073,"@Crimsonmuse i just saw this! im freakin' starving right now! i'm thinking peanut butter fudge ice cream...&amp; now steak, of course!",joy
26074,Reading Breaking Daw,sadness
26075,"@grentone Likewise. However, what was the comment about originally?",neutral
26076,rock week @IdolNews i don't think danny's gonna go home this week  he's never been in the bottom three.. and he's a really good singer,neutral
26077,@e_diva as always  coffee? cookies?,neutral
26078,"just got up, couldn't sleep anymore i guess and im not really gonna go back to bed, im not really sleepy",neutral
26079,well that rowing machine has paid off this week as i've lost 3lbs this week,joy
26080,@RubixSquare Think of getting a job this way - only another 50 years now until you can retire  or the otherway (my way) 50 years of fun!!!,enthusiasm
26081,@betscrr finally a pic! cya in like 16 hrs hah,joy
26082,@LucyKD hey Momma Cherri's site is still active: http://www.mommacherri.co.uk/ I'd love to go too one day,neutral
26083,@ohmanitsjessa I KNOW! I KNOW!...stop clapping,sadness
26084,LOL watching Big Bang Theory latest episode,neutral
26085,@butterflykate Oh ok..we're supposed to be going to see Star Trek on Sun for Daves b/day...at least it's not Shatner,relief
26086,@BlondMobile not sure if i need to hear what VC's think.  There's been problems in their business models..  Will the momo thing be good?,sadness
26087,its the little things that I'll always cherish about you....,sadness
26088,@maddiMADCORE lololol i love kenan and kel its rocks soo hard and im watching it now..right now.,love
26089,@nannynick Ok then have a good day,relief
26090,@JackieRunAway Hahahahahahahaha hope so.. I hope you'll like it,love
26091,@TessMorris i'm not worried -it's a great job!! Quite a nice way to spend the day,joy
26092,@JofArnold  Going to try it now and report on the results,neutral
